read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
qia,['509'],㧱 㽏匌合哈峇帢弇恰拾拿搿洽畣盒祫答给翕荅蛤袷跲郃铪鞈𱂆鸽龛𤙖𥩻,"[{'509': {'same': ['恰', '洽', '帢', '袷'], 'different': ['给', '拿', '合', '哈', '答', '盒', '拾', '鸽', '蛤', '铪', '龛', '㧱', '㽏', '匌', '峇', '弇', '搿', '畣', '祫', '翕', '荅', '跲', '郃', '鞈', '𱂆', '𤙖', '𥩻']}}]",509,恰 洽 帢 袷,给 拿 合 哈 答 盒 拾 鸽 蛤 铪 龛 㧱 㽏 匌 峇 弇 搿 畣 祫 翕 荅 跲 郃 鞈 𱂆 𤙖 𥩻,4,27,0.12903225806451613,509,恰 洽 帢 袷,给 拿 合 哈 答 盒 拾 鸽 蛤 铪 龛 㧱 㽏 匌 峇 弇 搿 畣 祫 翕 荅 跲 郃 鞈 𱂆 𤙖 𥩻,4,27,0.12903225806451613
qian,['192'],䀒 䊹仟千扦杄汘秊粁芊谸迁钎阡𧘜𧮮,"[{'192': {'same': ['千', '迁', '阡', '仟', '钎', '扦', '䀒', '杄', '汘', '粁', '芊', '谸', '𧘜', '𧮮'], 'different': ['䊹', '秊']}}]",192,千 迁 阡 仟 钎 扦 䀒 杄 汘 粁 芊 谸 𧘜 𧮮,䊹 秊,14,2,0.875,192,千 迁 阡 仟 钎 扦 䀒 杄 汘 粁 芊 谸 𧘜 𧮮,䊹 秊,14,2,0.875
qiang,['254'],䅮 䢢𮠞䲝仓伧𰃷刅创呛嵢怆戗抢枪沧炝牄𪺷玱疮篬舱苍螥謒𬥳跄𬬰鸧𠑐𠥐𣯙𤚬𤾙𥎄𥏲𥻲𦃹𬁸𧽜𨜾𨶆𩀞𩝞𩮩𪙎𪤇𪦔𪰻𫀞𬔎𬚤𬡧𰧕𱏗𱝷𱭟𲉝𲊶,"[{'254': {'same': ['枪', '抢', '呛', '跄', '戗', '𮠞', '炝', '牄', '玱', '篬', '謒', '𬬰', '𨶆', '𪙎'], 'different': ['创', '仓', '舱', '苍', '疮', '沧', '怆', '䅮', '䢢', '䲝', '伧', '𰃷', '刅', '嵢', '𪺷', '螥', '𬥳', '鸧', '𠑐', '𠥐', '𣯙', '𤚬', '𤾙', '𥎄', '𥏲', '𥻲', '𦃹', '𬁸', '𧽜', '𨜾', '𩀞', '𩝞', '𩮩', '𪤇', '𪦔', '𪰻', '𫀞', '𬔎', '𬚤', '𬡧', '𰧕', '𱏗', '𱝷', '𱭟', '𲉝', '𲊶']}}]",254,枪 抢 呛 跄 戗 𮠞 炝 牄 玱 篬 謒 𬬰 𨶆 𪙎,创 仓 舱 苍 疮 沧 怆 䅮 䢢 䲝 伧 𰃷 刅 嵢 𪺷 螥 𬥳 鸧 𠑐 𠥐 𣯙 𤚬 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨜾 𩀞 𩝞 𩮩 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,14,46,0.23333333333333334,254,枪 抢 呛 跄 戗 𮠞 炝 牄 玱 篬 謒 𬬰 𨶆 𪙎,创 仓 舱 苍 疮 沧 怆 䅮 䢢 䲝 伧 𰃷 刅 嵢 𪺷 螥 𬥳 鸧 𠑐 𠥐 𣯙 𤚬 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨜾 𩀞 𩝞 𩮩 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,14,46,0.23333333333333334
qiao,['636'],㤭 𫌯乔侨娇𪨗峤挢𰕈桥𰡊矫硚𰬐荞𫊸𫍤𰷶𫏋轿鞒骄𱇩𱉬,"[{'636': {'same': ['乔', '桥', '荞', '侨', '硚', '𰬐', '𰷶', '鞒'], 'different': ['骄', '轿', '娇', '矫', '挢', '㤭', '𫌯', '𪨗', '峤', '𰕈', '𰡊', '𫊸', '𫍤', '𫏋', '𱇩', '𱉬']}}]",636,乔 桥 荞 侨 硚 𰬐 𰷶 鞒,骄 轿 娇 矫 挢 㤭 𫌯 𪨗 峤 𰕈 𰡊 𫊸 𫍤 𫏋 𱇩 𱉬,8,16,0.3333333333333333,636,乔 桥 荞 侨 硚 𰬐 𰷶 鞒,骄 轿 娇 矫 挢 㤭 𫌯 𪨗 峤 𰕈 𰡊 𫊸 𫍤 𫏋 𱇩 𱉬,8,16,0.3333333333333333
qie,['550'],刾 𮰿𫺁𪯋𬅢㼪㽠㾜㿓𥅴䇲䛟䩡䬊䵌䶝侠匧𰇕𰉥夹峡𫺂挟𬂩殎浃狭硖𰬍𰭢聗𣍰荚蛱𬡒郏铗陜颊𫛥𠗉,"[{'550': {'same': ['𫺁', '㾜', '匧', '𫺂'], 'different': ['夹', '侠', '峡', '狭', '颊', '挟', '荚', '浃', '铗', '刾', '𮰿', '𪯋', '𬅢', '㼪', '㽠', '㿓', '𥅴', '䇲', '䛟', '䩡', '䬊', '䵌', '䶝', '𰇕', '𰉥', '𬂩', '殎', '硖', '𰬍', '𰭢', '聗', '𣍰', '蛱', '𬡒', '郏', '陜', '𫛥', '𠗉']}}]",550,𫺁 㾜 匧 𫺂,夹 侠 峡 狭 颊 挟 荚 浃 铗 刾 𮰿 𪯋 𬅢 㼪 㽠 㿓 𥅴 䇲 䛟 䩡 䬊 䵌 䶝 𰇕 𰉥 𬂩 殎 硖 𰬍 𰭢 聗 𣍰 蛱 𬡒 郏 陜 𫛥 𠗉,4,38,0.09523809523809523,550,𫺁 㾜 匧 𫺂,夹 侠 峡 狭 颊 挟 荚 浃 铗 刾 𮰿 𪯋 𬅢 㼪 㽠 㿓 𥅴 䇲 䛟 䩡 䬊 䵌 䶝 𰇕 𰉥 𬂩 殎 硖 𰬍 𰭢 聗 𣍰 蛱 𬡒 郏 陜 𫛥 𠗉,4,38,0.09523809523809523
qin,['565'],㕂 㪁㲐䑤䩂䪩䰼䶃䶖今令仱侌吟含坅妗岑岒庈忴念扲昑枔欦汵玪琴琹矜砛禽笒𫄛耹肣芩蚙衾衿訡贪赺趻軡酓钤雂靲鳹鹶黅黔𠇀𠤮𢁮𢦟𢻶𣲎𤘡𤘨𤜰𤬯𤬰𤴽𥁌𥄯𥘞𦊃𦧈𦧎𨙽𨟹𩂇𫖑𩑟𩖦𩚕𩚜𩠻𪚕𪚬𪞘𫐡𬓢𬮞𭠔𮊀𮵄𰉍𰉜𱡻,"[{'565': {'same': ['琴', '禽', '㪁', '䰼', '坅', '庈', '昑', '琹', '耹', '芩', '蚙', '衾', '雂', '靲', '鳹', '𤴽', '𨙽', '𫖑'], 'different': ['今', '令', '念', '含', '贪', '吟', '矜', '岑', '黔', '衿', '㕂', '㲐', '䑤', '䩂', '䪩', '䶃', '䶖', '仱', '侌', '妗', '岒', '忴', '扲', '枔', '欦', '汵', '玪', '砛', '笒', '𫄛', '肣', '訡', '赺', '趻', '軡', '酓', '钤', '鹶', '黅', '𠇀', '𠤮', '𢁮', '𢦟', '𢻶', '𣲎', '𤘡', '𤘨', '𤜰', '𤬯', '𤬰', '𥁌', '𥄯', '𥘞', '𦊃', '𦧈', '𦧎', '𨟹', '𩂇', '𩑟', '𩖦', '𩚕', '𩚜', '𩠻', '𪚕', '𪚬', '𪞘', '𫐡', '𬓢', '𬮞', '𭠔', '𮊀', '𮵄', '𰉍', '𰉜', '𱡻']}}]",565,琴 禽 㪁 䰼 坅 庈 昑 琹 耹 芩 蚙 衾 雂 靲 鳹 𤴽 𨙽 𫖑,今 令 念 含 贪 吟 矜 岑 黔 衿 㕂 㲐 䑤 䩂 䪩 䶃 䶖 仱 侌 妗 岒 忴 扲 枔 欦 汵 玪 砛 笒 𫄛 肣 訡 赺 趻 軡 酓 钤 鹶 黅 𠇀 𠤮 𢁮 𢦟 𢻶 𣲎 𤘡 𤘨 𤜰 𤬯 𤬰 𥁌 𥄯 𥘞 𦊃 𦧈 𦧎 𨟹 𩂇 𩑟 𩖦 𩚕 𩚜 𩠻 𪚕 𪚬 𪞘 𫐡 𬓢 𬮞 𭠔 𮊀 𮵄 𰉍 𰉜 𱡻,18,75,0.1935483870967742,565,琴 禽 㪁 䰼 坅 庈 昑 琹 耹 芩 蚙 衾 雂 靲 鳹 𤴽 𨙽 𫖑,今 令 念 含 贪 吟 矜 岑 黔 衿 㕂 㲐 䑤 䩂 䪩 䶃 䶖 仱 侌 妗 岒 忴 扲 枔 欦 汵 玪 砛 笒 𫄛 肣 訡 赺 趻 軡 酓 钤 鹶 黅 𠇀 𠤮 𢁮 𢦟 𢻶 𣲎 𤘡 𤘨 𤜰 𤬯 𤬰 𥁌 𥄯 𥘞 𦊃 𦧈 𦧎 𨟹 𩂇 𩑟 𩖦 𩚕 𩚜 𩠻 𪚕 𪚬 𪞘 𫐡 𬓢 𬮞 𭠔 𮊀 𮵄 𰉍 𰉜 𱡻,18,75,0.1935483870967742
qing,['203'],䑶 䞍䨝䴖倩凊啨圊埥婧寈崝情掅晴棈氰淸清猜皘睛碃箐精𬘬聙腈菁蜻请𰺉郬锖靑青靓靔靖靘靝鲭鼱𠝜𡸺𢃢𢉑𣮛𤦭𤲟𦑊𦑖𧚫𨓽𨿬𩇕𩇛𩓨𩗼𩜎𪂴𫏏𫕹𫕻𮹉𬮬𬺚𭓉𭛯𭭦𭴼𭼓𮃇𮄄𮧞𮸨𰚞𰠟𲄤,"[{'203': {'same': ['情', '请', '清', '青', '晴', '氰', '蜻', '鲭', '箐', '䞍', '䨝', '凊', '圊', '埥', '寈', '掅', '淸', '碃', '郬', '靑', '靘', '𩗼'], 'different': ['猜', '精', '睛', '靓', '倩', '菁', '靖', '啨', '腈', '䑶', '䴖', '婧', '崝', '棈', '皘', '𬘬', '聙', '𰺉', '锖', '靔', '靝', '鼱', '𠝜', '𡸺', '𢃢', '𢉑', '𣮛', '𤦭', '𤲟', '𦑊', '𦑖', '𧚫', '𨓽', '𨿬', '𩇕', '𩇛', '𩓨', '𩜎', '𪂴', '𫏏', '𫕹', '𫕻', '𮹉', '𬮬', '𬺚', '𭓉', '𭛯', '𭭦', '𭴼', '𭼓', '𮃇', '𮄄', '𮧞', '𮸨', '𰚞', '𰠟', '𲄤']}}]",203,情 请 清 青 晴 氰 蜻 鲭 箐 䞍 䨝 凊 圊 埥 寈 掅 淸 碃 郬 靑 靘 𩗼,猜 精 睛 靓 倩 菁 靖 啨 腈 䑶 䴖 婧 崝 棈 皘 𬘬 聙 𰺉 锖 靔 靝 鼱 𠝜 𡸺 𢃢 𢉑 𣮛 𤦭 𤲟 𦑊 𦑖 𧚫 𨓽 𨿬 𩇕 𩇛 𩓨 𩜎 𪂴 𫏏 𫕹 𫕻 𮹉 𬮬 𬺚 𭓉 𭛯 𭭦 𭴼 𭼓 𮃇 𮄄 𮧞 𮸨 𰚞 𰠟 𲄤,22,57,0.27848101265822783,203,情 请 清 青 晴 氰 蜻 鲭 箐 䞍 䨝 凊 圊 埥 寈 掅 淸 碃 郬 靑 靘 𩗼,猜 精 睛 靓 倩 菁 靖 啨 腈 䑶 䴖 婧 崝 棈 皘 𬘬 聙 𰺉 锖 靔 靝 鼱 𠝜 𡸺 𢃢 𢉑 𣮛 𤦭 𤲟 𦑊 𦑖 𧚫 𨓽 𨿬 𩇕 𩇛 𩓨 𩜎 𪂴 𫏏 𫕹 𫕻 𮹉 𬮬 𬺚 𭓉 𭛯 𭭦 𭴼 𭼓 𮃇 𮄄 𮧞 𮸨 𰚞 𰠟 𲄤,22,57,0.27848101265822783
qiong,['685A'],穷 𠤊,"[{'685A': {'same': ['穷', '𠤊'], 'different': []}}]",685A,穷 𠤊,,2,0,1.0,685A,穷 𠤊,,2,0,1.0
qiu,['592'],㞗 㟈㤹䟵䣇俅捄救梂殏毬求浗球皳盚𰬗莍裘觩赇逑𨱇𢈝𣭳𤕾𤞰𥭑𩒮𩗕𩾁,"[{'592': {'same': ['求', '球', '裘', '逑', '㞗', '㟈', '㤹', '䟵', '䣇', '俅', '梂', '殏', '毬', '浗', '皳', '盚', '𰬗', '莍', '觩', '赇', '𨱇', '𢈝', '𣭳', '𤕾', '𤞰', '𥭑', '𩒮', '𩗕', '𩾁'], 'different': ['救', '捄']}}]",592,求 球 裘 逑 㞗 㟈 㤹 䟵 䣇 俅 梂 殏 毬 浗 皳 盚 𰬗 莍 觩 赇 𨱇 𢈝 𣭳 𤕾 𤞰 𥭑 𩒮 𩗕 𩾁,救 捄,29,2,0.9354838709677419,592,求 球 裘 逑 㞗 㟈 㤹 䟵 䣇 俅 梂 殏 毬 浗 皳 盚 𰬗 莍 觩 赇 𨱇 𢈝 𣭳 𤕾 𤞰 𥭑 𩒮 𩗕 𩾁,救 捄,29,2,0.9354838709677419
qu,['673'],㣘 㲒㽛䑦𫎧䞤䣱䧁䪷𬲯𱌁佝出劬句呴坸够姁岣怐拘敂斪昫朐枸欨泃狗玽痀眗竘笱𰬆翑耇耈耉胊苟蚼袧𰵛豞豿跔𰺁邭钩雊驹𬶋鸲鼩齁𠛎𠣪𡊦𡱈𢂁𢎅𢩁𢼒𣧬𤖵𤘽𤫱𥘮𥩮𦊒𦍵𦐛𦕙𧯠𨈳𨒡𩉿𩐝𪀊𪓞𪓟𪚶𪵙𪿕𫌩𫞮𫠚𫲢𭴔𮍘𮳤𰽭𱌮,"[{'673': {'same': ['䞤', '𱌁', '劬', '斪', '朐', '竘', '𰬆', '翑', '胊', '𰺁', '鸲', '鼩', '𠣪', '𦐛', '𦕙', '𩉿', '𪀊'], 'different': ['出', '够', '狗', '句', '拘', '钩', '苟', '驹', '枸', '佝', '㣘', '㲒', '㽛', '䑦', '𫎧', '䣱', '䧁', '䪷', '𬲯', '呴', '坸', '姁', '岣', '怐', '敂', '昫', '欨', '泃', '玽', '痀', '眗', '笱', '耇', '耈', '耉', '蚼', '袧', '𰵛', '豞', '豿', '跔', '邭', '雊', '𬶋', '齁', '𠛎', '𡊦', '𡱈', '𢂁', '𢎅', '𢩁', '𢼒', '𣧬', '𤖵', '𤘽', '𤫱', '𥘮', '𥩮', '𦊒', '𦍵', '𧯠', '𨈳', '𨒡', '𩐝', '𪓞', '𪓟', '𪚶', '𪵙', '𪿕', '𫌩', '𫞮', '𫠚', '𫲢', '𭴔', '𮍘', '𮳤', '𰽭', '𱌮']}}]",673,䞤 𱌁 劬 斪 朐 竘 𰬆 翑 胊 𰺁 鸲 鼩 𠣪 𦐛 𦕙 𩉿 𪀊,出 够 狗 句 拘 钩 苟 驹 枸 佝 㣘 㲒 㽛 䑦 𫎧 䣱 䧁 䪷 𬲯 呴 坸 姁 岣 怐 敂 昫 欨 泃 玽 痀 眗 笱 耇 耈 耉 蚼 袧 𰵛 豞 豿 跔 邭 雊 𬶋 齁 𠛎 𡊦 𡱈 𢂁 𢎅 𢩁 𢼒 𣧬 𤖵 𤘽 𤫱 𥘮 𥩮 𦊒 𦍵 𧯠 𨈳 𨒡 𩐝 𪓞 𪓟 𪚶 𪵙 𪿕 𫌩 𫞮 𫠚 𫲢 𭴔 𮍘 𮳤 𰽭 𱌮,17,78,0.17894736842105263,673,䞤 𱌁 劬 斪 朐 竘 𰬆 翑 胊 𰺁 鸲 鼩 𠣪 𦐛 𦕙 𩉿 𪀊,出 够 狗 句 拘 钩 苟 驹 枸 佝 㣘 㲒 㽛 䑦 𫎧 䣱 䧁 䪷 𬲯 呴 坸 姁 岣 怐 敂 昫 欨 泃 玽 痀 眗 笱 耇 耈 耉 蚼 袧 𰵛 豞 豿 跔 邭 雊 𬶋 齁 𠛎 𡊦 𡱈 𢂁 𢎅 𢩁 𢼒 𣧬 𤖵 𤘽 𤫱 𥘮 𥩮 𦊒 𦍵 𧯠 𨈳 𨒡 𩐝 𪓞 𪓟 𪚶 𪵙 𪿕 𫌩 𫞮 𫠚 𫲢 𭴔 𮍘 𮳤 𰽭 𱌮,17,78,0.17894736842105263
quan,['282'],㓌 㻇䀬佺全姾峑恮拴栓洤烇牷痊硂筌𬘥荃诠跧辁酫铨𩧴𠓾𠛮𠤹𠱴𡋄𢂘𦓰𧊲𧻤𨛈𨹑𪰡𫆂𫗐𫗽𫤪𬍟𮁵𮱶𮳁𰙾𰷄,"[{'282': {'same': ['全', '痊', '诠', '荃', '䀬', '佺', '姾', '峑', '恮', '洤', '烇', '牷', '硂', '筌', '𬘥', '跧', '辁', '铨', '𩧴', '𠛮', '𠤹', '𦓰', '𨛈'], 'different': ['拴', '栓', '㓌', '㻇', '酫', '𠓾', '𠱴', '𡋄', '𢂘', '𧊲', '𧻤', '𨹑', '𪰡', '𫆂', '𫗐', '𫗽', '𫤪', '𬍟', '𮁵', '𮱶', '𮳁', '𰙾', '𰷄']}}]",282,全 痊 诠 荃 䀬 佺 姾 峑 恮 洤 烇 牷 硂 筌 𬘥 跧 辁 铨 𩧴 𠛮 𠤹 𦓰 𨛈,拴 栓 㓌 㻇 酫 𠓾 𠱴 𡋄 𢂘 𧊲 𧻤 𨹑 𪰡 𫆂 𫗐 𫗽 𫤪 𬍟 𮁵 𮱶 𮳁 𰙾 𰷄,23,23,0.5,282,全 痊 诠 荃 䀬 佺 姾 峑 恮 洤 烇 牷 硂 筌 𬘥 跧 辁 铨 𩧴 𠛮 𠤹 𦓰 𨛈,拴 栓 㓌 㻇 酫 𠓾 𠱴 𡋄 𢂘 𧊲 𧻤 𨹑 𪰡 𫆂 𫗐 𫗽 𫤪 𬍟 𮁵 𮱶 𮳁 𰙾 𰷄,23,23,0.5
que,['1194'],㛭 㟙㳻䄍䇎䜺䧿借剒厝唶庴徣惜措斮昔棤焟猎瘄皵矠碏耤腊蜡趞踖逪醋错鹊𫜬𦁎𧹨𨛳𩊿𩤈𩭡𪏈,"[{'1194': {'same': ['鹊', '䇎', '䧿', '皵', '碏', '趞', '𩤈', '𪏈'], 'different': ['错', '借', '猎', '惜', '蜡', '措', '腊', '醋', '昔', '斮', '㛭', '㟙', '㳻', '䄍', '䜺', '剒', '厝', '唶', '庴', '徣', '棤', '焟', '瘄', '矠', '耤', '踖', '逪', '𫜬', '𦁎', '𧹨', '𨛳', '𩊿', '𩭡']}}]",1194,鹊 䇎 䧿 皵 碏 趞 𩤈 𪏈,错 借 猎 惜 蜡 措 腊 醋 昔 斮 㛭 㟙 㳻 䄍 䜺 剒 厝 唶 庴 徣 棤 焟 瘄 矠 耤 踖 逪 𫜬 𦁎 𧹨 𨛳 𩊿 𩭡,8,33,0.1951219512195122,1194,鹊 䇎 䧿 皵 碏 趞 𩤈 𪏈,错 借 猎 惜 蜡 措 腊 醋 昔 斮 㛭 㟙 㳻 䄍 䜺 剒 厝 唶 庴 徣 棤 焟 瘄 矠 耤 踖 逪 𫜬 𦁎 𧹨 𨛳 𩊿 𩭡,8,33,0.1951219512195122
qun,['722'],僒 君帬捃焄窘羣群莙裙裠郡𫖳麏,"[{'722': {'same': ['群', '裙', '帬', '羣', '裠'], 'different': ['君', '郡', '窘', '莙', '僒', '捃', '焄', '𫖳', '麏']}}]",722,群 裙 帬 羣 裠,君 郡 窘 莙 僒 捃 焄 𫖳 麏,5,9,0.35714285714285715,722,群 裙 帬 羣 裠,君 郡 窘 莙 僒 捃 焄 𫖳 麏,5,9,0.35714285714285715
ran,['1570'],丹 冄円冉呥姌寗枏耼聃苒衻髥髯𦕃𩑺,"[{'1570': {'same': ['冉', '髯', '冄', '呥', '姌', '苒', '衻', '髥'], 'different': ['丹', '円', '寗', '枏', '耼', '聃', '𦕃', '𩑺']}}]",1570,冉 髯 冄 呥 姌 苒 衻 髥,丹 円 寗 枏 耼 聃 𦕃 𩑺,8,8,0.5,1570,冉 髯 冄 呥 姌 苒 衻 髥,丹 円 寗 枏 耼 聃 𦕃 𩑺,8,8,0.5
rang,['1160'],上 儴勷嚷囊埌壤孃攘曩瀼獽瓤禳穰𬙋蘘襄让酿镶𫗵骧,"[{'1160': {'same': ['让', '嚷', '壤', '攘', '瓤', '儴', '勷', '瀼', '獽', '禳', '穰', '蘘'], 'different': ['上', '囊', '酿', '镶', '襄', '埌', '孃', '曩', '𬙋', '𫗵', '骧']}}]",1160,让 嚷 壤 攘 瓤 儴 勷 瀼 獽 禳 穰 蘘,上 囊 酿 镶 襄 埌 孃 曩 𬙋 𫗵 骧,12,11,0.5217391304347826,1160,让 嚷 壤 攘 瓤 儴 勷 瀼 獽 禳 穰 蘘,上 囊 酿 镶 襄 埌 孃 曩 𬙋 𫗵 骧,12,11,0.5217391304347826
rao,['1598'],㚁 𰠴𬑒𱆙䴃𱌰侥哓尧𫭪娆峣𰎔徺𢙒挠晓桡浇烧𬌮皢硗穘绕翘𰮝荛蛲𫋹𫍢𰷵跷𰺷铙隢𱂣饶骁𱅮𠟋𠢩𡈦𡓖𢿣𣠎𥪯𦪛𧢬𨊅𨎬𨷁𬴨,"[{'1598': {'same': ['绕', '饶', '桡', '娆', '荛', '𫋹', '𰺷', '隢', '𡈦', '𦪛'], 'different': ['烧', '晓', '翘', '浇', '挠', '跷', '侥', '骁', '尧', '蛲', '哓', '㚁', '𰠴', '𬑒', '𱆙', '䴃', '𱌰', '𫭪', '峣', '𰎔', '徺', '𢙒', '𬌮', '皢', '硗', '穘', '𰮝', '𫍢', '𰷵', '铙', '𱂣', '𱅮', '𠟋', '𠢩', '𡓖', '𢿣', '𣠎', '𥪯', '𧢬', '𨊅', '𨎬', '𨷁', '𬴨']}}]",1598,绕 饶 桡 娆 荛 𫋹 𰺷 隢 𡈦 𦪛,烧 晓 翘 浇 挠 跷 侥 骁 尧 蛲 哓 㚁 𰠴 𬑒 𱆙 䴃 𱌰 𫭪 峣 𰎔 徺 𢙒 𬌮 皢 硗 穘 𰮝 𫍢 𰷵 铙 𱂣 𱅮 𠟋 𠢩 𡓖 𢿣 𣠎 𥪯 𧢬 𨊅 𨎬 𨷁 𬴨,10,43,0.18867924528301888,1598,绕 饶 桡 娆 荛 𫋹 𰺷 隢 𡈦 𦪛,烧 晓 翘 浇 挠 跷 侥 骁 尧 蛲 哓 㚁 𰠴 𬑒 𱆙 䴃 𱌰 𫭪 峣 𰎔 徺 𢙒 𬌮 皢 硗 穘 𰮝 𫍢 𰷵 铙 𱂣 𱅮 𠟋 𠢩 𡓖 𢿣 𣠎 𥪯 𧢬 𨊅 𨎬 𨷁 𬴨,10,43,0.18867924528301888
re,"['962', '1593']",亵 势埶执摰暬槷热蓺驇𤍠|爇,"[{'962': {'same': ['热', '𤍠'], 'different': ['势', '执', '亵', '埶', '摰', '暬', '槷', '蓺', '驇']}}, {'1593': {'same': ['热'], 'different': ['爇']}}]",962,热 𤍠,势 执 亵 埶 摰 暬 槷 蓺 驇,2,9,0.18181818181818182,1593,热,爇,1,1,0.5
ren,['1492'],㣼 䘐䵑仞仭刃刄忍牣纫肕衂讱轫靱韧,"[{'1492': {'same': ['忍', '刃', '韧', '纫', '仞', '㣼', '仭', '刄', '牣', '肕', '讱', '轫', '靱'], 'different': ['䘐', '䵑', '衂']}}]",1492,忍 刃 韧 纫 仞 㣼 仭 刄 牣 肕 讱 轫 靱,䘐 䵑 衂,13,3,0.8125,1492,忍 刃 韧 纫 仞 㣼 仭 刄 牣 肕 讱 轫 靱,䘐 䵑 衂,13,3,0.8125
reng,['938'],乃 仍奶孕扔氖盈礽艿釢鼐,"[{'938': {'same': ['扔', '仍', '礽'], 'different': ['奶', '孕', '乃', '盈', '氖', '艿', '釢', '鼐']}}]",938,扔 仍 礽,奶 孕 乃 盈 氖 艿 釢 鼐,3,8,0.2727272727272727,938,扔 仍 礽,奶 孕 乃 盈 氖 艿 釢 鼐,3,8,0.2727272727272727
ri,"['1501', '1529']",圼 日旧昱晔曅杲杳汨沓炅衵驲𦐇|𬓸场愓扬敭𠃓旸畅杨汤炀疡砀𰧰肠蝪踼𰺲钖阳飏饧𬦅,"[{'1501': {'same': ['日', '驲'], 'different': ['旧', '沓', '昱', '晔', '杳', '汨', '圼', '曅', '杲', '炅', '衵', '𦐇']}}, {'1529': {'same': ['日'], 'different': ['场', '汤', '阳', '肠', '扬', '畅', '杨', '疡', '𬓸', '愓', '敭', '𠃓', '旸', '炀', '砀', '𰧰', '蝪', '踼', '𰺲', '钖', '飏', '饧', '𬦅']}}]",1501,日 驲,旧 沓 昱 晔 杳 汨 圼 曅 杲 炅 衵 𦐇,2,12,0.14285714285714285,1501,日 驲,旧 沓 昱 晔 杳 汨 圼 曅 杲 炅 衵 𦐇,2,12,0.14285714285714285
rong,['1657'],㼸 䈶䡥傛嫆容嵱彮愹搈榕溶熔瑢穃蓉褣镕𫚦𠹍𦗋𧯉𨉷𨲟𩮠𪃾,"[{'1657': {'same': ['容', '溶', '熔', '蓉', '榕', '瑢', '镕', '㼸', '䈶', '䡥', '嫆', '搈', '穃', '褣', '𦗋', '𨉷', '𨲟', '𩮠', '𪃾'], 'different': ['傛', '嵱', '彮', '愹', '𫚦', '𠹍', '𧯉']}}]",1657,容 溶 熔 蓉 榕 瑢 镕 㼸 䈶 䡥 嫆 搈 穃 褣 𦗋 𨉷 𨲟 𩮠 𪃾,傛 嵱 彮 愹 𫚦 𠹍 𧯉,19,7,0.7307692307692307,1657,容 溶 熔 蓉 榕 瑢 镕 㼸 䈶 䡥 嫆 搈 穃 褣 𦗋 𨉷 𨲟 𩮠 𪃾,傛 嵱 彮 愹 𫚦 𠹍 𧯉,19,7,0.7307692307692307
rou,['1509'],㑱 㖻㽥䋴䰆媃揉柔楺渘煣猱瑈糅腬葇蝚蹂𫐓𫔄鞣韖𱅟𱊗𠢢𢔟𢜸𣮪𥠊𧳨𪑶,"[{'1509': {'same': ['柔', '揉', '蹂', '糅', '鞣', '㽥', '䰆', '媃', '楺', '渘', '煣', '瑈', '腬', '葇', '蝚', '𫐓', '𫔄', '韖', '𱅟', '𱊗', '𢔟', '𥠊', '𪑶'], 'different': ['㑱', '㖻', '䋴', '猱', '𠢢', '𢜸', '𣮪', '𧳨']}}]",1509,柔 揉 蹂 糅 鞣 㽥 䰆 媃 楺 渘 煣 瑈 腬 葇 蝚 𫐓 𫔄 韖 𱅟 𱊗 𢔟 𥠊 𪑶,㑱 㖻 䋴 猱 𠢢 𢜸 𣮪 𧳨,23,8,0.7419354838709677,1509,柔 揉 蹂 糅 鞣 㽥 䰆 媃 楺 渘 煣 瑈 腬 葇 蝚 𫐓 𫔄 韖 𱅟 𱊗 𢔟 𥠊 𪑶,㑱 㖻 䋴 猱 𠢢 𢜸 𣮪 𧳨,23,8,0.7419354838709677
